copies,from,trend,30days,7days,day,date
65,11.9,12.08,12.08,12.08,12.08,20/01/2023 19:04:43
65,11.9,12.08,12.08,12.08,12.08,20/01/2023 19:05:51
65,11.9,12.08,12.08,12.08,12.08,20/01/2023 19:06:36
65,11.9,12.08,12.08,12.08,12.08,20/01/2023 19:08:51
65,11.9,12.08,12.08,12.08,12.08,20/01/2023 20:24:39
65,11.89,12.08,12.08,12.08,12.08,20/01/2023 21:22:14
65,11.89,12.08,12.08,12.08,12.08,20/01/2023 21:56:56
66,11.84,11.93,11.99,11.99,11.93,21/01/2023 16:09:55
